,city,Latitude,Longitude,Temperature,Humidity,Cloudiness,WindSpeed
381,hasaki,16.130610938323244,24.357870098951395,86.05,38,84,10.36
382,milas,30.802219168355222,-130.2398700695109,67.87,76,87,6.88
383,keti bandar,55.1493221895378,-13.528919691050305,53.47,72,83,17.79
384,abu samrah,-77.65046361159648,122.28610243576878,-62.09,85,0,13.64
385,mezen,-25.458098155650987,176.60760644240395,67.87,69,0,14.55
386,yanan,75.24830235543666,-95.28916994406686,5,84,90,18.34
387,fortuna,-51.26326509581187,-16.115042630842566,25.93,69,100,15.84
388,prudentopolis,63.658466675621725,-22.30911608623768,51.8,66,90,34.45
389,yanaul,-43.33695034269369,-15.999455823633326,43.93,82,67,16.27
390,tartki,33.93669088632133,90.952795458585,18.73,45,10,2.78
391,caninde,46.0289085219093,-74.99131142769407,49.51,57,0,9.36
392,gigmoto,-7.957551731866644,-106.25872478192395,72.91,75,92,16.54
393,niihama,28.208959698174596,33.23246144212487,80.6,78,75,12.75
394,derzhavinsk,-54.95960806824881,35.54183876603449,30.43,72,100,28.11
395,porto seguro,-48.31080531837627,-35.92076566587042,31.87,75,100,10.61
396,bemidji,83.51309646859175,-126.68160571773322,9.37,94,100,13.09
397,sambava,-53.800470232838144,153.52695121012465,42.31,78,35,18.37
398,neuquen,77.26294496634185,-50.9496843396378,-7.01,96,100,20.51
399,carutapera,-34.00599340762627,111.67326942608412,57.07,63,20,14.57
400,oudtshoorn,35.548768804276946,-58.78374489659777,76.69,77,100,3.7
401,alice town,-16.37575718185913,-125.85258570858969,76.51,74,96,20.25
402,mossendjo,86.79676674638773,-105.75499251668082,9.91,95,100,9.48
403,svetlaya,-66.36110910921808,114.41231345417754,8.29,86,100,4.21
404,cabanas,28.198989512236423,-164.37055352211894,78.13,81,100,9.12
405,nouakchott,21.763802816592616,-170.5390428084528,81.73,79,0,16.36
406,ferme-neuve,22.628931265303038,-165.14786035084632,79.57,79,96,17.19
407,luang prabang,-77.56224329340534,95.33044490297993,-66.95,100,91,5.8
408,fugen,37.976912928815196,-159.26479541173086,64.63,74,96,14.83
409,impfondo,-14.826512145979706,28.638223309758132,75.97,29,8,8.78
410,picos,-59.499760407758586,-100.13957640929222,39.61,84,91,37.8
411,tambura,70.78894943645602,-52.34668128806872,21.43,59,100,13.09
412,kampong thum,78.03957252520095,-139.14271097717074,27.37,96,100,9.51
413,grand river south east,-34.242117955963,-46.494274075604125,57.25,61,100,11.71
414,pahrump,24.53456270469283,-97.72265383074989,82.45,79,0,16.72
415,aflu,-86.83367670264778,-53.67330900321092,-48.05,75,0,24.8
416,salta,-29.896472451278967,-116.17635168708648,62.11,65,96,11.76
417,high prairie,-34.37316436530783,-162.70272528857572,58.15,75,80,10.96
418,dabat,-42.729624396036805,-31.103435562799262,42.49,69,84,33.03
419,grand baie,-33.28864806836632,43.01701258337337,61.75,71,81,10.82
420,maneadero,7.15061223625797,-131.01195332415182,79.03,75,89,12.32
421,moranbah,-52.77574048991282,-95.12436628224229,41.95,93,100,30.58
422,souillac,29.125023590758005,-26.53861711725628,73.63,61,3,9.9
423,haines junction,-32.007919583935355,-158.32272385688282,60.67,71,92,12.03
424,necochea,36.65398571025648,-37.58571470831646,72.01,82,48,21.53
425,ogbomosho,46.14325540578699,168.24916863467905,48.61,87,94,26.46
426,pimentel,52.85083311742281,-76.75291264766695,40.87,63,53,3.24
427,cabo san lucas,-1.9369285345560314,-160.84673981696932,81.55,73,75,11.37
428,kungurtug,2.7358894797684314,15.344738788255427,70.57,98,88,1.97
429,horta,-64.99699382804468,71.19902361525021,3.79,92,100,17.61
430,kamenskoye,17.591533549422124,60.397665452503446,82.63,81,100,14.14
431,mehamn,74.67468005479353,168.5785844465596,29.71,87,73,2.55
432,pangobilian,-33.00631130162482,11.69677540022542,63.01,86,0,11.01
433,garango,-37.40396739947562,-17.232706914861495,54.01,65,100,34.36
434,kruisfontein,62.26897012434608,128.17482093590638,13.33,96,94,5.36
435,itabira,-6.965858157530306,38.972091601456185,78.8,88,20,6.93
436,serrinha,43.247909419044845,1.85907661271321,59,62,25,5.82
437,ambodifototra,69.07624620466132,-43.6663433597262,-12.59,82,0,7.95
438,nenjiang,-10.853480122531963,74.1696645948534,81.19,79,97,18.12
439,alice springs,-3.682108245390367,115.03977405755569,74.71,90,100,2.16
440,taksimo,-12.817965146416697,99.24703715771346,76.69,70,97,18.2
441,isa khel,38.3389587739064,48.90628807441061,59,100,0,2.24
442,lluta,-7.619717005854724,-150.24264541161276,80.65,74,20,15.55
443,alzamay,38.785115426067165,-99.73461517258261,62.6,31,1,25.28
444,padang,40.27472774734835,134.33705566755606,55.09,55,0,14.3
445,chicama,72.26362036201331,40.385721495830154,36.73,79,69,11.41
446,inuvik,86.5910733409278,57.575553876223495,2.89,93,100,7.32
447,farah,-46.21307614127122,-50.18922467241862,46.27,78,98,25.13
448,corinto,-76.2206586493923,-93.30673900946442,5.95,94,97,8.86
449,sinjah,-56.854094823711584,112.16584832082066,31.51,97,100,29.5
450,tabou,46.492650966389874,-104.31205101238324,42.8,56,75,12.75
451,milkovo,-30.121255918260353,0.8552584887401053,64.45,76,0,3.45
452,touros,-31.84278858601236,-77.14125995411356,54.91,65,77,5.81
453,camocim,69.60672828512688,-122.14809437249409,11.17,79,0,8.51
454,bonavista,14.043029205036206,22.333906982625507,81.37,48,56,3.25
455,shieli,65.48951099788061,-58.892102184032396,36.19,75,50,10.35
456,lamu,43.42369875094025,13.587286136458687,66,99,67,1.01
457,gazanjyk,74.21738108004462,-50.20990463715373,-5.21,97,100,15.49
458,kavaratti,-66.94582011833994,65.6134405839151,3.43,71,100,16.15
459,santa isabel do rio negro,4.190697380527993,-56.25580623202653,94.51,39,34,5.68
460,sinnamary,-15.931600522137131,159.74487589241141,73.45,73,83,19.5
461,stevens point,52.967189078506976,138.31936806535458,29.17,58,94,1.74
462,male,33.922782699891926,-21.187213586203995,68.77,58,4,7.89
463,inyonga,-8.388368748477845,96.59898897437773,77.41,74,100,19.94
464,stephenville,56.38194445459871,-158.07034832324874,46.4,70,90,17.22
465,halifax,47.437497930270524,-103.12787726142804,39.2,80,90,16.11
466,ati,61.1132348723109,-146.04041146265592,39,47,90,6.93
467,maumere,-73.26280612898276,167.44006720131915,3.43,92,100,4.85
468,paso de los toros,-15.22524917628185,-60.116936860961474,97.03,33,32,2.87
469,waingapu,-75.80194838978493,98.28112554355658,-68.75,100,57,3.12
470,launceston,-14.152883314360608,-74.11923713268864,55.27,48,89,3.51
471,xuddur,69.5364983046093,52.643204409161456,35.47,79,100,20.97
472,lavrentiya,-16.97189300325749,-49.907899179800665,97.93,13,10,7.64
473,bristol,4.855299966474078,73.3429077109785,84.43,66,100,2.06
474,georgetown,16.70319337795594,144.4620295270973,82.09,78,21,12.6
475,ustka,89.78590701081114,154.4507464002029,9.01,94,100,10.12
476,nizwa,38.89564614866691,-150.96456894167738,65.35,75,69,20.53
477,tupik,-67.35131482351018,60.2821453711251,5.05,59,100,24.18
478,tarko-sale,-10.3921014911232,-177.6866765021666,82.45,73,59,10.74
479,bilma,-29.661391994726486,-150.27192647384555,64.27,78,21,17.43
480,kardymovo,-27.22868424930833,-85.84324094764982,61.03,70,67,7.37
481,meulaboh,65.0030886852364,130.82122499038195,4.69,90,8,3.18
482,warqla,40.43398304598011,-31.620994312561322,70.21,89,81,24.12
483,ketchenery,70.25611728221867,-0.3584976317719395,41.41,66,0,8.13
484,palm coast,-59.311148332398595,41.34375328825263,27.73,84,100,19.74
485,kainantu,-40.58684023729598,-2.800464467785872,51.85,90,100,29.47
486,baffa,67.88022906511608,157.6463896697723,16.39,96,100,4.81
487,half moon bay,-28.578899527221118,142.69968472694853,71.83,23,26,12
488,porto novo,-3.2875721025276192,32.57572998278823,80.11,33,51,2.31
489,parkes,-69.12656117414326,77.06838642963817,-17.09,80,0,2.91
490,zheleznodorozhnyy,-59.15822063121506,-92.20251987845212,39.79,92,100,39.22
491,kalisz,-62.61538896663345,-108.64336809482765,34.21,95,100,24.75
492,ostersund,28.40219207449566,123.86303945576941,71.29,80,76,22.07
493,tres arroyos,-4.675822387415963,-61.61944329343345,95.05,40,78,2.23
494,kiruna,57.92869363475239,111.68735411445533,33.67,83,98,5.26
495,petropavlovsk-kamchatskiy,-12.771564427036594,165.21349021940193,78.49,80,88,11.99
496,kieta,-54.82193687227627,-135.2166369005637,31.33,77,100,23.8
497,smirnykh,-12.020921352604717,-54.41167591193653,100.81,25,57,2.4
498,tacarigua,55.872758989785865,100.68043374562978,36.01,82,38,3.21
499,dianopolis,-12.490058046051303,114.14773556796632,77.59,78,52,13.29
